shell,pred.type,mean_pred
17,dist_active.pred,1.39902956827408
17,dist_active.pred2,1.39902956827408
17,dist_active.pred3,1.39902956827408
17,rate1,1.61750254378383
17,rate2,1.61750254378383
17,rate3,1.61750254378383
17,RSA.dist_active.pred,1.47022634089102
17,RSA.pred,1.23655982021662
17,wcnSC.dist_active.pred,1.57453897749384
17,wcnSC.pred,1.4648151670248
17,wcnSC.RSA.dist_active.pred,1.53631352478069
17,wcnSC.RSA.pred,1.39675954313219
18,dist_active.pred,1.41019217344248
18,dist_active.pred2,1.41019217344248
18,dist_active.pred3,1.41019217344248
18,rate1,1.522696388488
18,rate2,1.522696388488
18,rate3,1.522696388488
18,RSA.dist_active.pred,1.43129324732887
18,RSA.pred,1.17101457387704
18,wcnSC.dist_active.pred,1.60742282269932
18,wcnSC.pred,1.46145775474298
18,wcnSC.RSA.dist_active.pred,1.53368438325915
18,wcnSC.RSA.pred,1.36447718464448
19,dist_active.pred,1.43475511278911
19,dist_active.pred2,1.43475511278911
19,dist_active.pred3,1.43475511278911
19,rate1,1.56628443356333
19,rate2,1.56628443356333
19,rate3,1.56628443356333
19,RSA.dist_active.pred,1.51373150209076
19,RSA.pred,1.23104891967276
19,wcnSC.dist_active.pred,1.76381889802002
19,wcnSC.pred,1.6060650287197
19,wcnSC.RSA.dist_active.pred,1.65477661418371
19,wcnSC.RSA.pred,1.47573593428129
20,dist_active.pred,1.39777247622652
20,dist_active.pred2,1.39777247622652
20,dist_active.pred3,1.39777247622652
20,rate1,1.61194856325039
20,rate2,1.61194856325039
20,rate3,1.61194856325039
20,RSA.dist_active.pred,1.53438685710075
20,RSA.pred,1.24053839856768
20,wcnSC.dist_active.pred,1.76778616619761
20,wcnSC.pred,1.57061225135661
20,wcnSC.RSA.dist_active.pred,1.68046357403097
20,wcnSC.RSA.pred,1.4639672230215
21,dist_active.pred,1.36768580099786
21,dist_active.pred2,1.36768580099786
21,dist_active.pred3,1.36768580099786
21,rate1,1.86968339780468
21,rate2,1.86968339780468
21,rate3,1.86968339780468
21,RSA.dist_active.pred,1.66400670149387
21,RSA.pred,1.34860964403797
21,wcnSC.dist_active.pred,1.77704126346832
21,wcnSC.pred,1.52087751780555
21,wcnSC.RSA.dist_active.pred,1.76156530679537
21,wcnSC.RSA.pred,1.48832519518085
22,dist_active.pred,1.34385568451513
22,dist_active.pred2,1.34385568451513
22,dist_active.pred3,1.34385568451513
22,rate1,1.88390879281519
22,rate2,1.88390879281519
22,rate3,1.88390879281519
22,RSA.dist_active.pred,1.64742986790493
22,RSA.pred,1.31195996974355
22,wcnSC.dist_active.pred,1.54787678304561
22,wcnSC.pred,1.21691640531758
22,wcnSC.RSA.dist_active.pred,1.62820084956839
22,wcnSC.RSA.pred,1.29091012985206
23,dist_active.pred,1.3348318550438
23,dist_active.pred2,1.3348318550438
23,dist_active.pred3,1.3348318550438
23,rate1,1.32499835422148
23,rate2,1.32499835422148
23,rate3,1.32499835422148
23,RSA.dist_active.pred,1.32625740664831
23,RSA.pred,0.960266227585151
23,wcnSC.dist_active.pred,1.33268090785161
23,wcnSC.pred,0.949875271897951
23,wcnSC.RSA.dist_active.pred,1.33378419054041
23,wcnSC.RSA.pred,0.951007637402601
24,dist_active.pred,1.36730554340176
24,dist_active.pred2,1.36730554340176
24,dist_active.pred3,1.36730554340176
24,rate1,1.81029281237444
24,rate2,1.81029281237444
24,rate3,1.81029281237444
24,RSA.dist_active.pred,1.3858863156565
24,RSA.pred,0.992139548161221
24,wcnSC.dist_active.pred,1.31844757276828
24,wcnSC.pred,0.903203607832213
24,wcnSC.RSA.dist_active.pred,1.31191648641467
24,wcnSC.RSA.pred,0.911503842374208
