shell,pred.type,mean_res,rsa.group
2,wcnSC.RSA.res,-0.106112531101274,2
2,wcnSC.RSA.res,-0.187411939601302,3
3,dist_active.res,-0.0304757089203209,1
3,dist_active.res,-0.0365522183159123,2
3,dist_active.res,-0.036826154571602,3
3,dist_active.res2,-0.0304757089203209,1
3,dist_active.res2,-0.0365522183159123,2
3,dist_active.res2,-0.036826154571602,3
3,dist_active.res3,-0.0304757089203209,1
3,dist_active.res3,-0.0365522183159123,2
3,dist_active.res3,-0.036826154571602,3
3,RSA.dist_active.res,-0.0106445200752473,1
3,RSA.dist_active.res,-0.00251682523695677,2
3,RSA.dist_active.res,-0.00267362832781547,3
3,RSA.res,-0.0789323408142007,1
3,RSA.res,-0.0917254505912024,2
3,RSA.res,-0.121642087752397,3
3,wcnSC.dist_active.res,-0.0354110467242836,1
3,wcnSC.dist_active.res,-0.0182462027080214,2
3,wcnSC.dist_active.res,-0.00611565622178225,3
3,wcnSC.res,-0.0531821093428656,1
3,wcnSC.res,-0.0523864984712197,2
3,wcnSC.res,-0.0440328566033339,3
3,wcnSC.RSA.dist_active.res,-0.0210236140902123,1
3,wcnSC.RSA.dist_active.res,-0.00750256344598221,2
3,wcnSC.RSA.dist_active.res,-0.00334983566752665,3
3,wcnSC.RSA.res,-0.0511218665472132,1
3,wcnSC.RSA.res,-0.0513365796108552,2
3,wcnSC.RSA.res,-0.0508752863126978,3
4,dist_active.res,0.00469351426408107,1
4,dist_active.res,-0.015555363031262,2
4,dist_active.res,-0.00738518129387342,3
4,dist_active.res2,0.00469351426408107,1
4,dist_active.res2,-0.015555363031262,2
4,dist_active.res2,-0.00738518129387342,3
4,dist_active.res3,0.00469351426408107,1
4,dist_active.res3,-0.015555363031262,2
4,dist_active.res3,-0.00738518129387342,3
4,RSA.dist_active.res,0.0164666009687929,1
4,RSA.dist_active.res,0.00312014096956567,2
4,RSA.dist_active.res,0.0412821975686322,3
4,RSA.res,0.0503120060100663,1
4,RSA.res,0.0365147424307845,2
4,RSA.res,0.0415080377542341,3
4,wcnSC.dist_active.res,-0.0109014251921756,1
4,wcnSC.dist_active.res,-0.0194624692978606,2
4,wcnSC.dist_active.res,0.0248966183914635,3
4,wcnSC.res,0.00074040119392889,1
4,wcnSC.res,-0.00486652328057389,2
4,wcnSC.res,0.0392292609596084,3
4,wcnSC.RSA.dist_active.res,0.00460665726986986,1
4,wcnSC.RSA.dist_active.res,-0.00614606686740009,2
4,wcnSC.RSA.dist_active.res,0.034507863022834,3
4,wcnSC.RSA.res,0.0120777022669598,1
4,wcnSC.RSA.res,0.00346608762689733,2
4,wcnSC.RSA.res,0.041352758117179,3
5,dist_active.res,0.0214554225684907,1
5,dist_active.res,0.0250637117393813,2
5,dist_active.res,0.0194947071552414,3
5,dist_active.res2,0.0214554225684907,1
5,dist_active.res2,0.0250637117393813,2
5,dist_active.res2,0.0194947071552414,3
5,dist_active.res3,0.0214554225684907,1
5,dist_active.res3,0.0250637117393813,2
5,dist_active.res3,0.0194947071552414,3
5,RSA.dist_active.res,0.0148867525277286,1
5,RSA.dist_active.res,0.0145723153032701,2
5,RSA.dist_active.res,0.0233719606403335,3
5,RSA.res,0.134557057513862,1
5,RSA.res,0.147613621342525,2
5,RSA.res,0.110835499781348,3
5,wcnSC.dist_active.res,0.011961910929912,1
5,wcnSC.dist_active.res,0.00830291185137496,2
5,wcnSC.dist_active.res,0.020992593514067,3
5,wcnSC.res,0.0478353601137113,1
5,wcnSC.res,0.0621613356042441,2
5,wcnSC.res,0.0660890247344541,3
5,wcnSC.RSA.dist_active.res,0.0135278765464225,1
5,wcnSC.RSA.dist_active.res,0.010784061858186,2
5,wcnSC.RSA.dist_active.res,0.0231093541171171,3
5,wcnSC.RSA.res,0.0589265309469641,1
5,wcnSC.RSA.res,0.0693722335658677,2
5,wcnSC.RSA.res,0.0671133604735187,3
6,dist_active.res,0.063679173404007,1
6,dist_active.res,0.0386020792467076,2
6,dist_active.res,0.0736555500921761,3
6,dist_active.res2,0.063679173404007,1
6,dist_active.res2,0.0386020792467076,2
6,dist_active.res2,0.0736555500921761,3
6,dist_active.res3,0.063679173404007,1
6,dist_active.res3,0.0386020792467076,2
6,dist_active.res3,0.0736555500921761,3
6,RSA.dist_active.res,0.0476049759600715,1
6,RSA.dist_active.res,0.00965483830359721,2
6,RSA.dist_active.res,0.0293798091899127,3
6,RSA.res,0.248202404757392,1
6,RSA.res,0.227793707450078,2
6,RSA.res,0.18132241631158,3
6,wcnSC.dist_active.res,0.07791096085141,1
6,wcnSC.dist_active.res,0.0261460543224616,2
6,wcnSC.dist_active.res,0.0518678243569794,3
6,wcnSC.res,0.139527835552085,1
6,wcnSC.res,0.113106510797276,2
6,wcnSC.res,0.115756342543078,3
6,wcnSC.RSA.dist_active.res,0.0618075911478291,1
6,wcnSC.RSA.dist_active.res,0.0165355433680029,2
6,wcnSC.RSA.dist_active.res,0.0373952300513674,3
6,wcnSC.RSA.res,0.147015997305315,1
6,wcnSC.RSA.res,0.12070214920153,2
6,wcnSC.RSA.res,0.109869276285524,3
7,dist_active.res,0.00417077672917212,1
7,dist_active.res,0.0221924880998921,2
7,dist_active.res,0.097817282784656,3
7,dist_active.res2,0.00417077672917212,1
7,dist_active.res2,0.0221924880998921,2
7,dist_active.res2,0.097817282784656,3
7,dist_active.res3,0.00417077672917212,1
7,dist_active.res3,0.0221924880998921,2
7,dist_active.res3,0.097817282784656,3
7,RSA.dist_active.res,0.00876614028242103,1
7,RSA.dist_active.res,-0.000491986842376213,2
7,RSA.dist_active.res,0.0613031943303115,3
7,RSA.res,0.292895184565401,1
7,RSA.res,0.273927057785966,2
7,RSA.res,0.2450691934955,3
7,wcnSC.dist_active.res,0.0427311560684423,1
7,wcnSC.dist_active.res,0.0284799411592629,2
7,wcnSC.dist_active.res,0.0889379317207407,3
7,wcnSC.res,0.1353627860835,1
7,wcnSC.res,0.134466294312322,2
7,wcnSC.res,0.156074690990049,3
7,wcnSC.RSA.dist_active.res,0.0228687584808437,1
7,wcnSC.RSA.dist_active.res,0.0125044247069122,2
7,wcnSC.RSA.dist_active.res,0.0838333571981378,3
7,wcnSC.RSA.res,0.153302148133648,1
7,wcnSC.RSA.res,0.146364128942455,2
7,wcnSC.RSA.res,0.16541005057477,3
8,dist_active.res,-0.0434146963008923,1
8,dist_active.res,-0.0040151727441189,2
8,dist_active.res,-0.0445707701248865,3
8,dist_active.res2,-0.0434146963008923,1
8,dist_active.res2,-0.0040151727441189,2
8,dist_active.res2,-0.0445707701248865,3
8,dist_active.res3,-0.0434146963008923,1
8,dist_active.res3,-0.0040151727441189,2
8,dist_active.res3,-0.0445707701248865,3
8,RSA.dist_active.res,-0.0765523813843676,1
8,RSA.dist_active.res,-0.00690748592352553,2
8,RSA.dist_active.res,-0.0425778406375992,3
8,RSA.res,0.266127852275968,1
8,RSA.res,0.308611993600226,2
8,RSA.res,0.190514514008655,3
8,wcnSC.dist_active.res,-0.0385076872781288,1
8,wcnSC.dist_active.res,0.0189914551252781,2
8,wcnSC.dist_active.res,-0.0246791671085079,3
8,wcnSC.res,0.078732962228442,1
8,wcnSC.res,0.135053455219545,2
8,wcnSC.res,0.062785114826153,3
8,wcnSC.RSA.dist_active.res,-0.0712643174499868,1
8,wcnSC.RSA.dist_active.res,0.00550235026670221,2
8,wcnSC.RSA.dist_active.res,-0.0315360715934848,3
8,wcnSC.RSA.res,0.0952654484497397,1
8,wcnSC.RSA.res,0.153772302531144,2
8,wcnSC.RSA.res,0.0790280910987703,3
9,dist_active.res,-0.108803185175634,1
9,dist_active.res,-0.0419995768710087,2
9,dist_active.res,-0.0559995618798774,3
9,dist_active.res2,-0.108803185175634,1
9,dist_active.res2,-0.0419995768710087,2
9,dist_active.res2,-0.0559995618798774,3
9,dist_active.res3,-0.108803185175634,1
9,dist_active.res3,-0.0419995768710087,2
9,dist_active.res3,-0.0559995618798774,3
9,RSA.dist_active.res,-0.125776717335067,1
9,RSA.dist_active.res,-0.0466754298512165,2
9,RSA.dist_active.res,-0.0431911930209271,3
9,RSA.res,0.270214852432709,1
9,RSA.res,0.297572290685118,2
9,RSA.res,0.257962404942955,3
9,wcnSC.dist_active.res,-0.119254293043738,1
9,wcnSC.dist_active.res,-0.0240516584482467,2
9,wcnSC.dist_active.res,-0.0441983783936956,3
9,wcnSC.res,0.0020373224098063,1
9,wcnSC.res,0.103303498238961,2
9,wcnSC.res,0.0825116824014086,3
9,wcnSC.RSA.dist_active.res,-0.123503896014788,1
9,wcnSC.RSA.dist_active.res,-0.0392928761536281,2
9,wcnSC.RSA.dist_active.res,-0.0457828050769677,3
9,wcnSC.RSA.res,0.0486870480606107,1
9,wcnSC.RSA.res,0.125652988358414,2
9,wcnSC.RSA.res,0.105831262058273,3
10,dist_active.res,-0.0885855435854646,1
10,dist_active.res,-0.0360297190769676,2
10,dist_active.res,-0.0590736991374157,3
10,dist_active.res2,-0.0885855435854646,1
10,dist_active.res2,-0.0360297190769676,2
10,dist_active.res2,-0.0590736991374157,3
10,dist_active.res3,-0.0885855435854646,1
10,dist_active.res3,-0.0360297190769676,2
10,dist_active.res3,-0.0590736991374157,3
10,RSA.dist_active.res,-0.0961313164429146,1
10,RSA.dist_active.res,-0.0493776902255197,2
10,RSA.dist_active.res,-0.0465926749555329,3
10,RSA.res,0.299661540881085,1
10,RSA.res,0.328701870293541,2
10,RSA.res,0.273019622705863,3
10,wcnSC.dist_active.res,-0.102521153663966,1
10,wcnSC.dist_active.res,-0.0237252234699377,2
10,wcnSC.dist_active.res,-0.0680978624529876,3
10,wcnSC.res,-0.00582813866839173,1
10,wcnSC.res,0.130500442553787,2
10,wcnSC.res,0.068913381495069,3
10,wcnSC.RSA.dist_active.res,-0.0899639115620074,1
10,wcnSC.RSA.dist_active.res,-0.0402965676963947,2
10,wcnSC.RSA.dist_active.res,-0.0702479825718438,3
10,wcnSC.RSA.res,0.0652033930495805,1
10,wcnSC.RSA.res,0.152684584755328,2
10,wcnSC.RSA.res,0.0953094394620255,3
11,dist_active.res,-0.308449324383157,1
11,dist_active.res,-0.0547569614559835,2
11,dist_active.res,-0.0281660418150764,3
11,dist_active.res2,-0.308449324383157,1
11,dist_active.res2,-0.0547569614559835,2
11,dist_active.res2,-0.0281660418150764,3
11,dist_active.res3,-0.308449324383157,1
11,dist_active.res3,-0.0547569614559835,2
11,dist_active.res3,-0.0281660418150764,3
11,RSA.dist_active.res,-0.326496562080269,1
11,RSA.dist_active.res,-0.0833976177204706,2
11,RSA.dist_active.res,-0.0286239708757052,3
11,RSA.res,0.0571444189270976,1
11,RSA.res,0.239870647611143,2
11,RSA.res,0.337629311876696,3
11,wcnSC.dist_active.res,-0.319279083456508,1
11,wcnSC.dist_active.res,-0.0564066208928155,2
11,wcnSC.dist_active.res,-0.0761326913177305,3
11,wcnSC.res,-0.249477479745458,1
11,wcnSC.res,0.0740130329914986,2
11,wcnSC.res,0.0532431806092351,3
11,wcnSC.RSA.dist_active.res,-0.306583219059102,1
11,wcnSC.RSA.dist_active.res,-0.0709354706642287,2
11,wcnSC.RSA.dist_active.res,-0.0617081176769705,3
11,wcnSC.RSA.res,-0.163560760392109,1
11,wcnSC.RSA.res,0.0935181514574858,2
11,wcnSC.RSA.res,0.0914890134892865,3
12,dist_active.res,-0.766442139480936,1
12,dist_active.res,-0.114584983366148,2
12,dist_active.res,-0.219978185056695,3
12,dist_active.res2,-0.766442139480936,1
12,dist_active.res2,-0.114584983366148,2
12,dist_active.res2,-0.219978185056695,3
12,dist_active.res3,-0.766442139480936,1
12,dist_active.res3,-0.114584983366148,2
12,dist_active.res3,-0.219978185056695,3
12,RSA.dist_active.res,-0.838404309002452,1
12,RSA.dist_active.res,-0.145900832840165,2
12,RSA.dist_active.res,-0.262356843125184,3
12,RSA.res,-0.499848685419769,1
12,RSA.res,0.120459984401059,2
12,RSA.res,0.113143342887084,3
12,wcnSC.dist_active.res,-0.811695621839866,1
12,wcnSC.dist_active.res,-0.0794973958552876,2
12,wcnSC.dist_active.res,-0.282005319172387,3
12,wcnSC.res,-0.755776925783072,1
12,wcnSC.res,0.0378522852113916,2
12,wcnSC.res,-0.18890847203146,3
12,wcnSC.RSA.dist_active.res,-0.797089860180446,1
12,wcnSC.RSA.dist_active.res,-0.115916059671148,2
12,wcnSC.RSA.dist_active.res,-0.277513721534077,3
12,wcnSC.RSA.res,-0.643276130852188,1
12,wcnSC.RSA.res,0.0391672904088933,2
12,wcnSC.RSA.res,-0.13570417712596,3
13,dist_active.res,1.00777160457726,1
13,dist_active.res,-0.172762670995115,2
13,dist_active.res,-0.127706836225882,3
13,dist_active.res2,1.00777160457726,1
13,dist_active.res2,-0.172762670995115,2
13,dist_active.res2,-0.127706836225882,3
13,dist_active.res3,1.00777160457726,1
13,dist_active.res3,-0.172762670995115,2
13,dist_active.res3,-0.127706836225882,3
13,RSA.dist_active.res,0.484148786440492,1
13,RSA.dist_active.res,-0.128282670036291,2
13,RSA.dist_active.res,-0.156568842176286,3
13,RSA.res,0.80006821338488,1
13,RSA.res,0.0796361945849639,2
13,RSA.res,0.11633063464155,3
13,wcnSC.dist_active.res,0.941156370734213,1
13,wcnSC.dist_active.res,-0.0735771510406702,2
13,wcnSC.dist_active.res,-0.157914805783587,3
13,wcnSC.res,0.799579059358875,1
13,wcnSC.res,0.0220167501938595,2
13,wcnSC.res,-0.150511932055869,3
13,wcnSC.RSA.dist_active.res,0.631295738390465,1
13,wcnSC.RSA.dist_active.res,-0.0953192323390146,2
13,wcnSC.RSA.dist_active.res,-0.154969690510138,3
13,wcnSC.RSA.res,0.608277659489995,1
13,wcnSC.RSA.res,0.0345024248427973,2
13,wcnSC.RSA.res,-0.0769623794157265,3
14,dist_active.res,-0.749062695456509,1
14,dist_active.res,-0.0708678729301598,2
14,dist_active.res,-0.236585114921741,3
14,dist_active.res2,-0.749062695456509,1
14,dist_active.res2,-0.0708678729301598,2
14,dist_active.res2,-0.236585114921741,3
14,dist_active.res3,-0.749062695456509,1
14,dist_active.res3,-0.0708678729301598,2
14,dist_active.res3,-0.236585114921741,3
14,RSA.dist_active.res,-0.789024264161217,1
14,RSA.dist_active.res,-0.0310185701520825,2
14,RSA.dist_active.res,-0.328072305277565,3
14,RSA.res,-0.569873872489245,1
14,RSA.res,0.166609403355523,2
14,RSA.res,-0.133689347971087,3
14,wcnSC.dist_active.res,-0.716238121827429,1
14,wcnSC.dist_active.res,0.0329024624922092,2
14,wcnSC.dist_active.res,-0.340248818630498,3
14,wcnSC.res,-0.840178467101027,1
14,wcnSC.res,0.150389275658644,2
14,wcnSC.res,-0.371200669665633,3
14,wcnSC.RSA.dist_active.res,-0.763880923094454,1
14,wcnSC.RSA.dist_active.res,0.000418340986877976,2
14,wcnSC.RSA.dist_active.res,-0.313004619786953,3
14,wcnSC.RSA.res,-0.75794327545211,1
14,wcnSC.RSA.res,0.148622717492538,2
14,wcnSC.RSA.res,-0.253609548551006,3
15,dist_active.res,-0.0756153139805936,2
15,dist_active.res,-0.0711823801205524,3
15,dist_active.res2,-0.0756153139805936,2
15,dist_active.res2,-0.0711823801205524,3
15,dist_active.res3,-0.0756153139805936,2
15,dist_active.res3,-0.0711823801205524,3
15,RSA.dist_active.res,0.00568929436370071,2
15,RSA.dist_active.res,-0.277570517989261,3
15,RSA.res,0.223764789172253,2
15,RSA.res,-0.0810446426882832,3
15,wcnSC.dist_active.res,0.00990624447704329,2
15,wcnSC.dist_active.res,-0.307506771780729,3
15,wcnSC.res,0.157890028073449,2
15,wcnSC.res,-0.331162859755743,3
15,wcnSC.RSA.dist_active.res,0.0174460814285752,2
15,wcnSC.RSA.dist_active.res,-0.292299034287501,3
15,wcnSC.RSA.res,0.18879652708726,2
15,wcnSC.RSA.res,-0.233909800946725,3
16,dist_active.res,0.0638204381598339,2
16,dist_active.res,-0.193340317358703,3
16,dist_active.res2,0.0638204381598339,2
16,dist_active.res2,-0.193340317358703,3
16,dist_active.res3,0.0638204381598339,2
16,dist_active.res3,-0.193340317358703,3
16,RSA.dist_active.res,0.112810445350296,2
16,RSA.dist_active.res,-0.0658514766006418,3
16,RSA.res,0.365139684174691,2
16,RSA.res,0.166686166956258,3
16,wcnSC.dist_active.res,0.0689221927583535,2
16,wcnSC.dist_active.res,-0.325879601092432,3
16,wcnSC.res,0.242584541112835,2
16,wcnSC.res,-0.350566841527262,3
16,wcnSC.RSA.dist_active.res,0.0931757527938236,2
16,wcnSC.RSA.dist_active.res,-0.182591772882791,3
16,wcnSC.RSA.res,0.28831611007741,2
16,wcnSC.RSA.res,-0.144776551850018,3
17,dist_active.res,0.195014835802138,2
17,dist_active.res,0.285713825910724,3
17,dist_active.res2,0.195014835802138,2
17,dist_active.res2,0.285713825910724,3
17,dist_active.res3,0.195014835802138,2
17,dist_active.res3,0.285713825910724,3
17,RSA.dist_active.res,0.183380053708838,2
17,RSA.dist_active.res,-0.0271585945550432,3
17,RSA.res,0.472065417262425,2
17,RSA.res,0.219765101635212,3
17,wcnSC.dist_active.res,0.0866534141860549,2
17,wcnSC.dist_active.res,-0.100603534933236,3
17,wcnSC.res,0.283992399762251,2
17,wcnSC.res,-0.118914863477517,3
17,wcnSC.RSA.dist_active.res,0.129347362975938,2
17,wcnSC.RSA.dist_active.res,-0.108833338136943,3
17,wcnSC.RSA.res,0.349186602319195,2
17,wcnSC.RSA.res,-0.066017934593093,3
18,dist_active.res,0.078522039062674,2
18,dist_active.res2,0.078522039062674,2
18,dist_active.res3,0.078522039062674,2
18,RSA.dist_active.res,0.085461757105249,2
18,RSA.res,0.403001335624653,2
18,wcnSC.dist_active.res,-0.0881615800364866,2
18,wcnSC.res,0.137102251651647,2
18,wcnSC.RSA.dist_active.res,-0.00910157511325982,2
18,wcnSC.RSA.res,0.229527204697005,2
19,dist_active.res,0.186243041442061,2
19,dist_active.res2,0.186243041442061,2
19,dist_active.res3,0.186243041442061,2
19,RSA.dist_active.res,0.115131467032383,2
19,RSA.res,0.447592066355296,2
19,wcnSC.dist_active.res,-0.131615833304265,2
19,wcnSC.res,0.0963807368847799,2
19,wcnSC.RSA.dist_active.res,-0.0199469124061527,2
19,wcnSC.RSA.res,0.223199713737776,2
20,dist_active.res,0.233895800827809,2
20,dist_active.res2,0.233895800827809,2
20,dist_active.res3,0.233895800827809,2
20,RSA.dist_active.res,0.135063069802911,2
20,RSA.res,0.431587396474946,2
20,wcnSC.dist_active.res,-0.112170872871615,2
20,wcnSC.res,0.0745332927143259,2
20,wcnSC.RSA.dist_active.res,-0.0103955434187632,2
20,wcnSC.RSA.res,0.189516893535257,2
21,dist_active.res,0.504819274407101,2
21,dist_active.res2,0.504819274407101,2
21,dist_active.res3,0.504819274407101,2
21,RSA.dist_active.res,0.231097295670401,2
21,RSA.res,0.516831594900953,2
21,wcnSC.dist_active.res,0.0890532467748076,2
21,wcnSC.res,0.262799082298568,2
21,wcnSC.RSA.dist_active.res,0.105951269686547,2
21,wcnSC.RSA.res,0.287689024454625,2
22,dist_active.res,0.410347048128469,2
22,dist_active.res2,0.410347048128469,2
22,dist_active.res3,0.410347048128469,2
22,RSA.dist_active.res,0.146673396233892,2
22,RSA.res,0.427903375151676,2
22,wcnSC.dist_active.res,0.14403327053798,2
22,wcnSC.res,0.308391081444171,2
22,wcnSC.RSA.dist_active.res,0.0766095120235744,2
22,wcnSC.RSA.res,0.242950917602566,2
23,dist_active.res,0.0102993237765115,2
23,dist_active.res2,0.0102993237765115,2
23,dist_active.res3,0.0102993237765115,2
23,RSA.dist_active.res,-0.0319684624203082,2
23,RSA.res,0.259647940458429,2
23,wcnSC.dist_active.res,-0.144437711750463,2
23,wcnSC.res,0.0203167682174541,2
23,wcnSC.RSA.dist_active.res,-0.143236435400899,2
23,wcnSC.RSA.res,0.0121509924924774,2
24,dist_active.res,0.214016252613514,2
24,dist_active.res2,0.214016252613514,2
24,dist_active.res3,0.214016252613514,2
24,RSA.dist_active.res,0.19957029029155,2
24,RSA.res,0.51504272978683,2
24,wcnSC.dist_active.res,0.0819956002336141,2
24,wcnSC.res,0.26359242695524,2
24,wcnSC.RSA.dist_active.res,0.0838044416079584,2
24,wcnSC.RSA.res,0.252882982965655,2
25,dist_active.res,0.614093458688578,2
25,dist_active.res2,0.614093458688578,2
25,dist_active.res3,0.614093458688578,2
25,RSA.dist_active.res,0.419795021754314,2
25,RSA.res,0.745821853061201,2
25,wcnSC.dist_active.res,0.368734785205037,2
25,wcnSC.res,0.549527517789497,2
25,wcnSC.RSA.dist_active.res,0.366023948399554,2
25,wcnSC.RSA.res,0.554770235817571,2
