shell,pred.type,mean_res,rsa.group
2,wcnSC.RSA.res,-0.103870459388999,2
2,wcnSC.RSA.res,-0.203519756626537,3
3,dist_active.res,-0.0304757089203209,1
3,dist_active.res,-0.0365522183159123,2
3,dist_active.res,-0.036826154571602,3
3,dist_active.res2,-0.0304757089203209,1
3,dist_active.res2,-0.0365522183159123,2
3,dist_active.res2,-0.036826154571602,3
3,dist_active.res3,-0.0304757089203209,1
3,dist_active.res3,-0.0365522183159123,2
3,dist_active.res3,-0.036826154571602,3
3,RSA.dist_active.res,-0.000500134899322965,1
3,RSA.dist_active.res,0.00407788354646109,2
3,RSA.dist_active.res,0.00556012022790624,3
3,RSA.res,-0.0635007826884498,1
3,RSA.res,-0.0791799850696448,2
3,RSA.res,-0.115615694544126,3
3,wcnSC.dist_active.res,-0.028001180939059,1
3,wcnSC.dist_active.res,-0.0181024541164324,2
3,wcnSC.dist_active.res,-0.0062088323627557,3
3,wcnSC.res,-0.0605600961185727,1
3,wcnSC.res,-0.0569043933352514,2
3,wcnSC.res,-0.0664871651117343,3
3,wcnSC.RSA.dist_active.res,-0.00868748565243127,1
3,wcnSC.RSA.dist_active.res,-0.0012376475739548,2
3,wcnSC.RSA.dist_active.res,0.00346346640522835,3
3,wcnSC.RSA.res,-0.0408183764149978,1
3,wcnSC.RSA.res,-0.0429026457306221,2
3,wcnSC.RSA.res,-0.060973794904128,3
4,dist_active.res,0.00469351426408107,1
4,dist_active.res,-0.015555363031262,2
4,dist_active.res,-0.00738518129387342,3
4,dist_active.res2,0.00469351426408107,1
4,dist_active.res2,-0.015555363031262,2
4,dist_active.res2,-0.00738518129387342,3
4,dist_active.res3,0.00469351426408107,1
4,dist_active.res3,-0.015555363031262,2
4,dist_active.res3,-0.00738518129387342,3
4,RSA.dist_active.res,0.0124877982562253,1
4,RSA.dist_active.res,0.00768290847604146,2
4,RSA.dist_active.res,0.0453928013093923,3
4,RSA.res,0.0423019408411241,1
4,RSA.res,0.0410979542709957,2
4,RSA.res,0.0422328350855911,3
4,wcnSC.dist_active.res,-0.0225428323178493,1
4,wcnSC.dist_active.res,-0.023825034382825,2
4,wcnSC.dist_active.res,0.0160483949432322,3
4,wcnSC.res,-0.0117964455639239,1
4,wcnSC.res,-0.00805044453887743,2
4,wcnSC.res,0.0276590771729061,3
4,wcnSC.RSA.dist_active.res,-0.00192802953920226,1
4,wcnSC.RSA.dist_active.res,-0.00374786233055953,2
4,wcnSC.RSA.dist_active.res,0.0354908895876987,3
4,wcnSC.RSA.res,0.00519921948248128,1
4,wcnSC.RSA.res,0.00823788213339798,2
4,wcnSC.RSA.res,0.042596450187915,3
5,dist_active.res,0.0214554225684907,1
5,dist_active.res,0.0250637117393813,2
5,dist_active.res,0.0194947071552414,3
5,dist_active.res2,0.0214554225684907,1
5,dist_active.res2,0.0250637117393813,2
5,dist_active.res2,0.0194947071552414,3
5,dist_active.res3,0.0214554225684907,1
5,dist_active.res3,0.0250637117393813,2
5,dist_active.res3,0.0194947071552414,3
5,RSA.dist_active.res,0.00357809452477357,1
5,RSA.dist_active.res,0.00810228874769589,2
5,RSA.dist_active.res,0.0163333178715735,3
5,RSA.res,0.112291852985447,1
5,RSA.res,0.132316517856276,2
5,RSA.res,0.100423857838579,3
5,wcnSC.dist_active.res,-0.00587036576906905,1
5,wcnSC.dist_active.res,-0.00318354542490241,2
5,wcnSC.dist_active.res,0.0100005037718449,3
5,wcnSC.res,0.0437108992779913,1
5,wcnSC.res,0.0534635936682272,2
5,wcnSC.res,0.0699699946282644,3
5,wcnSC.RSA.dist_active.res,-0.00203321631000492,1
5,wcnSC.RSA.dist_active.res,0.00113121969137475,2
5,wcnSC.RSA.dist_active.res,0.0111971291532731,3
5,wcnSC.RSA.res,0.0429830439224967,1
5,wcnSC.RSA.res,0.057108539725783,2
5,wcnSC.RSA.res,0.0675345276654439,3
6,dist_active.res,0.063679173404007,1
6,dist_active.res,0.0386020792467076,2
6,dist_active.res,0.0736555500921761,3
6,dist_active.res2,0.063679173404007,1
6,dist_active.res2,0.0386020792467076,2
6,dist_active.res2,0.0736555500921761,3
6,dist_active.res3,0.063679173404007,1
6,dist_active.res3,0.0386020792467076,2
6,dist_active.res3,0.0736555500921761,3
6,RSA.dist_active.res,0.0341965933803114,1
6,RSA.dist_active.res,-0.000965891035335095,2
6,RSA.dist_active.res,0.0158558752602417,3
6,RSA.res,0.216051750063961,1
6,RSA.res,0.201549127723169,2
6,RSA.res,0.164636221424471,3
6,wcnSC.dist_active.res,0.0650967896189849,1
6,wcnSC.dist_active.res,0.0226103615654482,2
6,wcnSC.dist_active.res,0.0530724135457284,3
6,wcnSC.res,0.153024285607397,1
6,wcnSC.res,0.116098561876478,2
6,wcnSC.res,0.139386369882954,3
6,wcnSC.RSA.dist_active.res,0.0445742773663184,1
6,wcnSC.RSA.dist_active.res,0.00707398268893056,2
6,wcnSC.RSA.dist_active.res,0.0269633029734398,3
6,wcnSC.RSA.res,0.133099292561546,1
6,wcnSC.RSA.res,0.105432535240202,2
6,wcnSC.RSA.res,0.113892771613606,3
7,dist_active.res,0.00417077672917212,1
7,dist_active.res,0.0221924880998921,2
7,dist_active.res,0.097817282784656,3
7,dist_active.res2,0.00417077672917212,1
7,dist_active.res2,0.0221924880998921,2
7,dist_active.res2,0.097817282784656,3
7,dist_active.res3,0.00417077672917212,1
7,dist_active.res3,0.0221924880998921,2
7,dist_active.res3,0.097817282784656,3
7,RSA.dist_active.res,0.00323626981424841,1
7,RSA.dist_active.res,-0.00238833676170553,2
7,RSA.dist_active.res,0.0558357806692824,3
7,RSA.res,0.261146917024899,1
7,RSA.res,0.253613518614779,2
7,RSA.res,0.240171263693628,3
7,wcnSC.dist_active.res,0.0422031149660103,1
7,wcnSC.dist_active.res,0.0417538111017809,2
7,wcnSC.dist_active.res,0.0828115710127576,3
7,wcnSC.res,0.183697330743084,1
7,wcnSC.res,0.158816787292599,2
7,wcnSC.res,0.166511937505468,3
7,wcnSC.RSA.dist_active.res,0.0122115467784801,1
7,wcnSC.RSA.dist_active.res,0.0169266702879803,2
7,wcnSC.RSA.dist_active.res,0.0735319754667362,3
7,wcnSC.RSA.res,0.158478182284884,1
7,wcnSC.RSA.res,0.143440112221149,2
7,wcnSC.RSA.res,0.16785269990778,3
8,dist_active.res,-0.0434146963008923,1
8,dist_active.res,-0.0040151727441189,2
8,dist_active.res,-0.0445707701248865,3
8,dist_active.res2,-0.0434146963008923,1
8,dist_active.res2,-0.0040151727441189,2
8,dist_active.res2,-0.0445707701248865,3
8,dist_active.res3,-0.0434146963008923,1
8,dist_active.res3,-0.0040151727441189,2
8,dist_active.res3,-0.0445707701248865,3
8,RSA.dist_active.res,-0.0699827439368131,1
8,RSA.dist_active.res,0.00579916280008748,2
8,RSA.dist_active.res,-0.0256510177080793,3
8,RSA.res,0.245151811446752,1
8,RSA.res,0.304432983677526,2
8,RSA.res,0.211267462939617,3
8,wcnSC.dist_active.res,-0.010975583799234,1
8,wcnSC.dist_active.res,0.0423448526591303,2
8,wcnSC.dist_active.res,-0.0100643334425666,3
8,wcnSC.res,0.152729155009566,1
8,wcnSC.res,0.180248127909291,2
8,wcnSC.res,0.092666318328482,3
8,wcnSC.RSA.dist_active.res,-0.059417208371057,1
8,wcnSC.RSA.dist_active.res,0.0251580604522541,2
8,wcnSC.RSA.dist_active.res,-0.0116303726359353,3
8,wcnSC.RSA.res,0.112164215832452,1
8,wcnSC.RSA.res,0.177163797535104,2
8,wcnSC.RSA.res,0.108896726660281,3
9,dist_active.res,-0.108803185175634,1
9,dist_active.res,-0.0419995768710087,2
9,dist_active.res,-0.0559995618798774,3
9,dist_active.res2,-0.108803185175634,1
9,dist_active.res2,-0.0419995768710087,2
9,dist_active.res2,-0.0559995618798774,3
9,dist_active.res3,-0.108803185175634,1
9,dist_active.res3,-0.0419995768710087,2
9,dist_active.res3,-0.0559995618798774,3
9,RSA.dist_active.res,-0.0783213081451195,1
9,RSA.dist_active.res,-0.0277621553524944,2
9,RSA.dist_active.res,-0.0250795741172771,3
9,RSA.res,0.296282008505469,1
9,RSA.res,0.301375995712741,2
9,RSA.res,0.27714114654177,3
9,wcnSC.dist_active.res,-0.0226151526314892,1
9,wcnSC.dist_active.res,0.0113267948145652,2
9,wcnSC.dist_active.res,-0.0233814596872287,3
9,wcnSC.res,0.156183832761136,1
9,wcnSC.res,0.186701715310152,2
9,wcnSC.res,0.109803676061139,3
9,wcnSC.RSA.dist_active.res,-0.0553667048851709,1
9,wcnSC.RSA.dist_active.res,-0.011400929513102,2
9,wcnSC.RSA.dist_active.res,-0.0204944612810865,3
9,wcnSC.RSA.res,0.130579863348868,1
9,wcnSC.RSA.res,0.176205349469639,2
9,wcnSC.RSA.res,0.131933963336212,3
10,dist_active.res,-0.0885855435854646,1
10,dist_active.res,-0.0360297190769676,2
10,dist_active.res,-0.0590736991374157,3
10,dist_active.res2,-0.0885855435854646,1
10,dist_active.res2,-0.0360297190769676,2
10,dist_active.res2,-0.0590736991374157,3
10,dist_active.res3,-0.0885855435854646,1
10,dist_active.res3,-0.0360297190769676,2
10,dist_active.res3,-0.0590736991374157,3
10,RSA.dist_active.res,0.0196198229623373,1
10,RSA.dist_active.res,-0.0389099986402407,2
10,RSA.dist_active.res,-0.0467236244605521,3
10,RSA.res,0.400889003402434,1
10,RSA.res,0.32228125794258,2
10,RSA.res,0.276673120344639,3
10,wcnSC.dist_active.res,0.0323232827757702,1
10,wcnSC.dist_active.res,-0.00151084579567891,2
10,wcnSC.dist_active.res,-0.0417090249698969,3
10,wcnSC.res,0.217677240915138,1
10,wcnSC.res,0.202524657904795,2
10,wcnSC.res,0.105167270770765,3
10,wcnSC.RSA.dist_active.res,0.0573512694261714,1
10,wcnSC.RSA.dist_active.res,-0.0289075490864624,2
10,wcnSC.RSA.dist_active.res,-0.0549942274199429,3
10,wcnSC.RSA.res,0.241495099288491,1
10,wcnSC.RSA.res,0.187200907058086,2
10,wcnSC.RSA.res,0.116349205982046,3
11,dist_active.res,-0.308449324383157,1
11,dist_active.res,-0.0547569614559835,2
11,dist_active.res,-0.0281660418150764,3
11,dist_active.res2,-0.308449324383157,1
11,dist_active.res2,-0.0547569614559835,2
11,dist_active.res2,-0.0281660418150764,3
11,dist_active.res3,-0.308449324383157,1
11,dist_active.res3,-0.0547569614559835,2
11,dist_active.res3,-0.0281660418150764,3
11,RSA.dist_active.res,-0.339490960456977,1
11,RSA.dist_active.res,-0.0707325356846065,2
11,RSA.dist_active.res,-0.0163887365332572,3
11,RSA.res,0.0512116599866603,1
11,RSA.res,0.237550862613932,2
11,RSA.res,0.362743436183634,3
11,wcnSC.dist_active.res,-0.245466579358508,1
11,wcnSC.dist_active.res,-0.041403247541074,2
11,wcnSC.dist_active.res,-0.0339901531233577,3
11,wcnSC.res,0.00294632852069221,1
11,wcnSC.res,0.134152632132915,2
11,wcnSC.res,0.129626161622729,3
11,wcnSC.RSA.dist_active.res,-0.263434732172084,1
11,wcnSC.RSA.dist_active.res,-0.0623554119878989,2
11,wcnSC.RSA.dist_active.res,-0.0285259289856729,3
11,wcnSC.RSA.res,-0.0376220594371824,1
11,wcnSC.RSA.res,0.123426824899614,2
11,wcnSC.RSA.res,0.145958137145149,3
12,dist_active.res,-0.766442139480936,1
12,dist_active.res,-0.114584983366148,2
12,dist_active.res,-0.219978185056695,3
12,dist_active.res2,-0.766442139480936,1
12,dist_active.res2,-0.114584983366148,2
12,dist_active.res2,-0.219978185056695,3
12,dist_active.res3,-0.766442139480936,1
12,dist_active.res3,-0.114584983366148,2
12,dist_active.res3,-0.219978185056695,3
12,RSA.dist_active.res,-0.470736329172714,1
12,RSA.dist_active.res,-0.173743725543716,2
12,RSA.dist_active.res,-0.243904084002343,3
12,RSA.res,-0.0742506332080672,1
12,RSA.res,0.0860924790260973,2
12,RSA.res,0.160149793266315,3
12,wcnSC.dist_active.res,-0.597514739158424,1
12,wcnSC.dist_active.res,-0.0872182545399586,2
12,wcnSC.dist_active.res,-0.239205089810155,3
12,wcnSC.res,-0.40329327295961,1
12,wcnSC.res,0.0874780213925971,2
12,wcnSC.res,-0.0711100914753053,3
12,wcnSC.RSA.dist_active.res,-0.380828299251417,1
12,wcnSC.RSA.dist_active.res,-0.153607510093543,2
12,wcnSC.RSA.dist_active.res,-0.242954404789262,3
12,wcnSC.RSA.res,-0.220415154734588,1
12,wcnSC.RSA.res,0.0381531982185656,2
12,wcnSC.RSA.res,-0.0492777294826883,3
13,dist_active.res,1.00777160457726,1
13,dist_active.res,-0.172762670995115,2
13,dist_active.res,-0.127706836225882,3
13,dist_active.res2,1.00777160457726,1
13,dist_active.res2,-0.172762670995115,2
13,dist_active.res2,-0.127706836225882,3
13,dist_active.res3,1.00777160457726,1
13,dist_active.res3,-0.172762670995115,2
13,dist_active.res3,-0.127706836225882,3
13,RSA.dist_active.res,0.295942941152335,1
13,RSA.dist_active.res,-0.129189597103676,2
13,RSA.dist_active.res,-0.177420787173894,3
13,RSA.res,0.625952898528675,1
13,RSA.res,0.0720010620434451,2
13,RSA.res,0.148288258620246,3
13,wcnSC.dist_active.res,0.696380175034872,1
13,wcnSC.dist_active.res,-0.0782619085215029,2
13,wcnSC.dist_active.res,-0.186500824822323,3
13,wcnSC.res,0.526000854108191,1
13,wcnSC.res,0.0604919656588722,2
13,wcnSC.res,-0.0111392192079546,3
13,wcnSC.RSA.dist_active.res,0.493261475581736,1
13,wcnSC.RSA.dist_active.res,-0.10499177419889,2
13,wcnSC.RSA.dist_active.res,-0.181805410237452,3
13,wcnSC.RSA.res,0.363630502434544,1
13,wcnSC.RSA.res,0.0523765157093827,2
13,wcnSC.RSA.res,0.0115350396440355,3
14,dist_active.res,-0.749062695456509,1
14,dist_active.res,-0.0708678729301598,2
14,dist_active.res,-0.236585114921741,3
14,dist_active.res2,-0.749062695456509,1
14,dist_active.res2,-0.0708678729301598,2
14,dist_active.res2,-0.236585114921741,3
14,dist_active.res3,-0.749062695456509,1
14,dist_active.res3,-0.0708678729301598,2
14,dist_active.res3,-0.236585114921741,3
14,RSA.dist_active.res,-0.594024539150145,1
14,RSA.dist_active.res,-0.030473387505351,2
14,RSA.dist_active.res,-0.277654977609191,3
14,RSA.res,-0.36024396324609,1
14,RSA.res,0.141779909448933,2
14,RSA.res,-0.00348674610023931,3
14,wcnSC.dist_active.res,-0.283878647701142,1
14,wcnSC.dist_active.res,0.0120793425817124,2
14,wcnSC.dist_active.res,-0.400240441401427,3
14,wcnSC.res,-0.893056334889089,1
14,wcnSC.res,0.1213858735402,2
14,wcnSC.res,-0.196672035579997,3
14,wcnSC.RSA.dist_active.res,-0.292172804396079,1
14,wcnSC.RSA.dist_active.res,-0.0142462930478557,2
14,wcnSC.RSA.dist_active.res,-0.33947554911309,3
14,wcnSC.RSA.res,-0.826293542835461,1
14,wcnSC.RSA.res,0.118141035158873,2
14,wcnSC.RSA.res,-0.110704766355742,3
15,dist_active.res,-0.0756153139805936,2
15,dist_active.res,-0.0711823801205524,3
15,dist_active.res2,-0.0756153139805936,2
15,dist_active.res2,-0.0711823801205524,3
15,dist_active.res3,-0.0756153139805936,2
15,dist_active.res3,-0.0711823801205524,3
15,RSA.dist_active.res,0.00174773697223367,2
15,RSA.dist_active.res,-0.386124161030653,3
15,RSA.res,0.180977423956468,2
15,RSA.res,-0.107312001292405,3
15,wcnSC.dist_active.res,-0.0273204250946799,2
15,wcnSC.dist_active.res,-0.39645371459622,3
15,wcnSC.res,0.061643106190173,2
15,wcnSC.res,-0.164529429641197,3
15,wcnSC.RSA.dist_active.res,0.000934040945468581,2
15,wcnSC.RSA.dist_active.res,-0.44415007709432,3
15,wcnSC.RSA.res,0.114846832109439,2
15,wcnSC.RSA.res,-0.205447250355953,3
16,dist_active.res,0.0638204381598339,2
16,dist_active.res,-0.193340317358703,3
16,dist_active.res2,0.0638204381598339,2
16,dist_active.res2,-0.193340317358703,3
16,dist_active.res3,0.0638204381598339,2
16,dist_active.res3,-0.193340317358703,3
16,RSA.dist_active.res,0.0996934959276602,2
16,RSA.dist_active.res,-0.195350270876701,3
16,RSA.res,0.301309410543018,2
16,RSA.res,0.10621826827218,3
16,wcnSC.dist_active.res,0.00421660409242271,2
16,wcnSC.dist_active.res,-0.492707309375155,3
16,wcnSC.res,0.0978232646982026,2
16,wcnSC.res,-0.271577657400112,3
16,wcnSC.RSA.dist_active.res,0.0565995000024852,2
16,wcnSC.RSA.dist_active.res,-0.314048352883369,3
16,wcnSC.RSA.res,0.176506640153874,2
16,wcnSC.RSA.res,-0.0860403667390172,3
17,dist_active.res,0.195014835802138,2
17,dist_active.res,0.285713825910724,3
17,dist_active.res2,0.195014835802138,2
17,dist_active.res2,0.285713825910724,3
17,dist_active.res3,0.195014835802138,2
17,dist_active.res3,0.285713825910724,3
17,RSA.dist_active.res,0.154666424777549,2
17,RSA.dist_active.res,-0.14762289549621,3
17,RSA.res,0.383811326734147,2
17,RSA.res,0.170331869992826,3
17,wcnSC.dist_active.res,0.0521550375846213,2
17,wcnSC.dist_active.res,-0.248764305212073,3
17,wcnSC.res,0.161164914148181,2
17,wcnSC.res,-0.0304948067452326,3
17,wcnSC.RSA.dist_active.res,0.0948442074390927,2
17,wcnSC.RSA.dist_active.res,-0.239056853090468,3
17,wcnSC.RSA.res,0.231771191711987,2
17,wcnSC.RSA.res,0.00101675741409632,3
18,dist_active.res,0.078522039062674,2
18,dist_active.res2,0.078522039062674,2
18,dist_active.res3,0.078522039062674,2
18,RSA.dist_active.res,0.0653016838504933,2
18,RSA.res,0.325204738957262,2
18,wcnSC.dist_active.res,-0.115748791596875,2
18,wcnSC.res,0.0311319337842866,2
18,wcnSC.RSA.dist_active.res,-0.0342542797956342,2
18,wcnSC.RSA.res,0.133309488413407,2
19,dist_active.res,0.186243041442061,2
19,dist_active.res2,0.186243041442061,2
19,dist_active.res3,0.186243041442061,2
19,RSA.dist_active.res,0.0889243535993198,2
19,RSA.res,0.371619960466225,2
19,wcnSC.dist_active.res,-0.144665914765225,2
19,wcnSC.res,0.0151593691549643,2
19,wcnSC.RSA.dist_active.res,-0.0464383492071123,2
19,wcnSC.RSA.res,0.13311812287936,2
20,dist_active.res,0.233895800827809,2
20,dist_active.res2,0.233895800827809,2
20,dist_active.res3,0.233895800827809,2
20,RSA.dist_active.res,0.102606404116234,2
20,RSA.res,0.383077786985986,2
20,wcnSC.dist_active.res,-0.113700454153391,2
20,wcnSC.res,0.0755498921604145,2
20,wcnSC.RSA.dist_active.res,-0.0350842633976709,2
20,wcnSC.RSA.res,0.171825335372864,2
21,dist_active.res,0.504819274407101,2
21,dist_active.res2,0.504819274407101,2
21,dist_active.res3,0.504819274407101,2
21,RSA.dist_active.res,0.225147512756745,2
21,RSA.res,0.513902206741974,2
21,wcnSC.dist_active.res,0.119047051569326,2
21,wcnSC.res,0.34795614741898,2
21,wcnSC.RSA.dist_active.res,0.130358636455961,2
21,wcnSC.RSA.res,0.376753799922237,2
22,dist_active.res,0.410347048128469,2
22,dist_active.res2,0.410347048128469,2
22,dist_active.res3,0.410347048128469,2
22,RSA.dist_active.res,0.16936803591956,2
22,RSA.res,0.457363705255979,2
22,wcnSC.dist_active.res,0.244217480673412,2
22,wcnSC.res,0.520634369374769,2
22,wcnSC.RSA.dist_active.res,0.176585841852664,2
22,wcnSC.RSA.res,0.464147084197797,2
23,dist_active.res,0.0102993237765115,2
23,dist_active.res2,0.0102993237765115,2
23,dist_active.res3,0.0102993237765115,2
23,RSA.dist_active.res,-0.00651774432707998,2
23,RSA.res,0.292783775026246,2
23,wcnSC.dist_active.res,0.000278241620934951,2
23,wcnSC.res,0.308334341009208,2
23,wcnSC.RSA.dist_active.res,0.00803008779610596,2
23,wcnSC.RSA.res,0.315284751899516,2
24,dist_active.res,0.214016252613514,2
24,dist_active.res2,0.214016252613514,2
24,dist_active.res3,0.214016252613514,2
24,RSA.dist_active.res,0.254734346477446,2
24,RSA.res,0.58557829241915,2
24,wcnSC.dist_active.res,0.286011441488707,2
24,wcnSC.res,0.619256114901053,2
24,wcnSC.RSA.dist_active.res,0.279573992471196,2
24,wcnSC.RSA.res,0.618588019048382,2
25,dist_active.res,0.614093458688578,2
25,dist_active.res2,0.614093458688578,2
25,dist_active.res3,0.614093458688578,2
25,RSA.dist_active.res,0.588881625623405,2
25,RSA.res,0.932542677102464,2
25,wcnSC.dist_active.res,0.636136546263464,2
25,wcnSC.res,0.991668907657863,2
25,wcnSC.RSA.dist_active.res,0.657334174670671,2
25,wcnSC.RSA.res,1.00645676758946,2
