shell,pred.type,mean_pred
8,rate1,1.5541642180007
8,rate2,1.5541642180007
8,rate3,1.5541642180007
8,RSA.dist_active.pred,1.56426385397019
8,RSA.pred,1.27294160227266
8,wcnSC.dist_active.pred,1.5277638384115
8,wcnSC.pred,1.39165671008168
8,wcnSC.RSA.dist_active.pred,1.54701515685344
8,wcnSC.RSA.pred,1.39712529145663
9,dist_active.pred,1.61118044971513
9,dist_active.pred2,1.61118044971513
9,dist_active.pred3,1.61118044971513
9,rate1,1.55788845927847
9,rate2,1.55788845927847
9,rate3,1.55788845927847
9,RSA.dist_active.pred,1.59172718120674
9,RSA.pred,1.26168292760785
9,wcnSC.dist_active.pred,1.55743217150977
9,wcnSC.pred,1.38945970688226
9,wcnSC.RSA.dist_active.pred,1.57669893297223
9,wcnSC.RSA.pred,1.39585199041495
10,dist_active.pred,1.62283702260734
10,dist_active.pred2,1.62283702260734
10,dist_active.pred3,1.62283702260734
10,rate1,1.57577171468051
10,rate2,1.57577171468051
10,rate3,1.57577171468051
10,RSA.dist_active.pred,1.60990604170648
10,RSA.pred,1.25495835472945
10,wcnSC.dist_active.pred,1.5825310325873
10,wcnSC.pred,1.39340971707346
10,wcnSC.RSA.dist_active.pred,1.60091178170399
10,wcnSC.RSA.pred,1.39841733467159
11,dist_active.pred,1.57089054858056
11,dist_active.pred2,1.57089054858056
11,dist_active.pred3,1.57089054858056
11,rate1,1.49894077399966
11,rate2,1.49894077399966
11,rate3,1.49894077399966
11,RSA.dist_active.pred,1.58095970260866
11,RSA.pred,1.24605258330407
11,wcnSC.dist_active.pred,1.55787249659801
11,wcnSC.pred,1.37851795937786
11,wcnSC.RSA.dist_active.pred,1.57154797250629
11,wcnSC.RSA.pred,1.38493265518001
12,dist_active.pred,1.5022050500606
12,dist_active.pred2,1.5022050500606
12,dist_active.pred3,1.5022050500606
12,rate1,1.32541528499594
12,rate2,1.32541528499594
12,rate3,1.32541528499594
12,RSA.dist_active.pred,1.53361835826785
12,RSA.pred,1.22699731506197
12,wcnSC.dist_active.pred,1.48052840771149
12,wcnSC.pred,1.30666522890239
12,wcnSC.RSA.dist_active.pred,1.51524263499086
12,wcnSC.RSA.pred,1.32454346253267
13,dist_active.pred,1.37499459225686
13,dist_active.pred2,1.37499459225686
13,dist_active.pred3,1.37499459225686
13,rate1,1.23841000156754
13,rate2,1.23841000156754
13,rate3,1.23841000156754
13,RSA.dist_active.pred,1.36682172454407
13,RSA.pred,1.13895197323937
13,wcnSC.dist_active.pred,1.31912335129109
13,wcnSC.pred,1.18064305318571
13,wcnSC.RSA.dist_active.pred,1.34400663057421
13,wcnSC.RSA.pred,1.18651495968987
14,dist_active.pred,1.31348797672839
14,dist_active.pred2,1.31348797672839
14,dist_active.pred3,1.31348797672839
14,rate1,1.2072682031027
14,rate2,1.2072682031027
14,rate3,1.2072682031027
14,RSA.dist_active.pred,1.28694417111224
14,RSA.pred,1.09574937200279
14,wcnSC.dist_active.pred,1.27219132526031
14,wcnSC.pred,1.1514711021467
14,wcnSC.RSA.dist_active.pred,1.2826026804092
14,wcnSC.RSA.pred,1.13800817591887
15,dist_active.pred,1.2968973074798
15,dist_active.pred2,1.2968973074798
15,dist_active.pred3,1.2968973074798
15,rate1,1.22171873575143
15,rate2,1.22171873575143
15,rate3,1.22171873575143
15,RSA.dist_active.pred,1.258184978878
15,RSA.pred,1.06914421083426
15,wcnSC.dist_active.pred,1.28540697261966
15,wcnSC.pred,1.18235863801755
15,wcnSC.RSA.dist_active.pred,1.26463534682959
15,wcnSC.RSA.pred,1.13842797087996
16,dist_active.pred,1.33855335507452
16,dist_active.pred2,1.33855335507452
16,dist_active.pred3,1.33855335507452
16,rate1,1.3773720531145
16,rate2,1.3773720531145
16,rate3,1.3773720531145
16,RSA.dist_active.pred,1.30636336784837
16,RSA.pred,1.09502983695892
16,wcnSC.dist_active.pred,1.42146749616476
16,wcnSC.pred,1.31546276695363
16,wcnSC.RSA.dist_active.pred,1.35680776103147
16,wcnSC.RSA.pred,1.22639081640855
17,dist_active.pred,1.39270299539778
17,dist_active.pred2,1.39270299539778
17,dist_active.pred3,1.39270299539778
17,rate1,1.59731099361525
17,rate2,1.59731099361525
17,rate3,1.59731099361525
17,RSA.dist_active.pred,1.47461747771281
17,RSA.pred,1.23607922480566
17,wcnSC.dist_active.pred,1.57698396344181
17,wcnSC.pred,1.45641778071541
17,wcnSC.RSA.dist_active.pred,1.53778324450139
17,wcnSC.RSA.pred,1.38994652091554
18,dist_active.pred,1.40879591244265
18,dist_active.pred2,1.40879591244265
18,dist_active.pred3,1.40879591244265
18,rate1,1.48731795150533
18,rate2,1.48731795150533
18,rate3,1.48731795150533
18,RSA.dist_active.pred,1.42201626765483
18,RSA.pred,1.16211321254806
18,wcnSC.dist_active.pred,1.6030667431022
18,wcnSC.pred,1.45618601772104
18,wcnSC.RSA.dist_active.pred,1.52157223130096
18,wcnSC.RSA.pred,1.35400846309192
19,dist_active.pred,1.43787469981294
19,dist_active.pred2,1.43787469981294
19,dist_active.pred3,1.43787469981294
19,rate1,1.624117741255
19,rate2,1.624117741255
19,rate3,1.624117741255
19,RSA.dist_active.pred,1.53519338765568
19,RSA.pred,1.25249778078878
19,wcnSC.dist_active.pred,1.76878365602023
19,wcnSC.pred,1.60895837210004
19,wcnSC.RSA.dist_active.pred,1.67055609046212
19,wcnSC.RSA.pred,1.49099961837564
20,dist_active.pred,1.38553062600386
20,dist_active.pred2,1.38553062600386
20,dist_active.pred3,1.38553062600386
20,rate1,1.61942642683167
20,rate2,1.61942642683167
20,rate3,1.61942642683167
20,RSA.dist_active.pred,1.51682002271543
20,RSA.pred,1.23634863984568
20,wcnSC.dist_active.pred,1.73312688098506
20,wcnSC.pred,1.54387653467125
20,wcnSC.RSA.dist_active.pred,1.65451069022934
20,wcnSC.RSA.pred,1.4476010914588
21,dist_active.pred,1.35593368179823
21,dist_active.pred2,1.35593368179823
21,dist_active.pred3,1.35593368179823
21,rate1,1.86075295620533
21,rate2,1.86075295620533
21,rate3,1.86075295620533
21,RSA.dist_active.pred,1.63560544344859
21,RSA.pred,1.34685074946336
21,wcnSC.dist_active.pred,1.74170590463601
21,wcnSC.pred,1.51279680878635
21,wcnSC.RSA.dist_active.pred,1.73039431974937
21,wcnSC.RSA.pred,1.4839991562831
22,dist_active.pred,1.32360817254535
22,dist_active.pred2,1.32360817254535
22,dist_active.pred3,1.32360817254535
22,rate1,1.73395522067382
22,rate2,1.73395522067382
22,rate3,1.73395522067382
22,RSA.dist_active.pred,1.56458718475426
22,RSA.pred,1.27659151541784
22,wcnSC.dist_active.pred,1.4897377400004
22,wcnSC.pred,1.21332085129905
22,wcnSC.RSA.dist_active.pred,1.55736937882115
22,wcnSC.RSA.pred,1.26980813647602
23,dist_active.pred,1.31345453002063
23,dist_active.pred2,1.31345453002063
23,dist_active.pred3,1.31345453002063
23,rate1,1.32375385379714
23,rate2,1.32375385379714
23,rate3,1.32375385379714
23,RSA.dist_active.pred,1.33027159812422
23,RSA.pred,1.0309700787709
23,wcnSC.dist_active.pred,1.32347561217621
23,wcnSC.pred,1.01541951278794
23,wcnSC.RSA.dist_active.pred,1.31572376600104
23,wcnSC.RSA.pred,1.00846910189763
24,dist_active.pred,1.33687916440406
24,dist_active.pred2,1.33687916440406
24,dist_active.pred3,1.33687916440406
24,rate1,1.55089541701758
24,rate2,1.55089541701758
24,rate3,1.55089541701758
24,RSA.dist_active.pred,1.29616107054013
24,RSA.pred,0.965317124598427
24,wcnSC.dist_active.pred,1.26488397552887
24,wcnSC.pred,0.931639302116524
24,wcnSC.RSA.dist_active.pred,1.27132142454638
24,wcnSC.RSA.pred,0.932307397969194
25,dist_active.pred,1.36086800739363
25,dist_active.pred2,1.36086800739363
25,dist_active.pred3,1.36086800739363
25,rate1,1.97496146608221
25,rate2,1.97496146608221
25,rate3,1.97496146608221
25,RSA.dist_active.pred,1.3860798404588
25,RSA.pred,1.04241878897975
25,wcnSC.dist_active.pred,1.33882491981875
25,wcnSC.pred,0.983292558424347
25,wcnSC.RSA.dist_active.pred,1.31762729141154
25,wcnSC.RSA.pred,0.968504698492746
