shell,pred.type,mean_res,rsa.group
2,wcnSC.dist_active.res,-0.0281756818084111,3
2,wcnSC.res,-0.0428024591307032,1
2,wcnSC.res,-0.0689483687985382,2
2,wcnSC.res,-0.185146249611803,3
2,wcnSC.RSA.dist_active.res,0.00626542565235718,1
2,wcnSC.RSA.dist_active.res,0.0064377181517271,2
2,wcnSC.RSA.dist_active.res,-0.0382039933468035,3
2,wcnSC.RSA.res,-0.0585522769385718,1
2,wcnSC.RSA.res,-0.0890679415641645,2
2,wcnSC.RSA.res,-0.198528670650897,3
3,dist_active.res,-0.0316321228609376,1
3,dist_active.res,-0.0399623183533305,2
3,dist_active.res,-0.0363154323407421,3
3,dist_active.res2,-0.0316321228609376,1
3,dist_active.res2,-0.0399623183533305,2
3,dist_active.res2,-0.0363154323407421,3
3,dist_active.res3,-0.0316321228609376,1
3,dist_active.res3,-0.0399623183533305,2
3,dist_active.res3,-0.0363154323407421,3
3,RSA.dist_active.res,0.000967156252857943,1
3,RSA.dist_active.res,0.00311077832007559,2
3,RSA.dist_active.res,0.00499776749291708,3
3,RSA.res,-0.0555371212596568,1
3,RSA.res,-0.0762086182375053,2
3,RSA.res,-0.118093149205627,3
3,wcnSC.dist_active.res,-0.0280528354359668,1
3,wcnSC.dist_active.res,-0.0198694074661687,2
3,wcnSC.dist_active.res,-0.00549561862990057,3
3,wcnSC.res,-0.0506602902651757,1
3,wcnSC.res,-0.0510221504588893,2
3,wcnSC.res,-0.0614819336959209,3
3,wcnSC.RSA.dist_active.res,-0.00798281833580078,1
3,wcnSC.RSA.dist_active.res,-0.00224863854057568,2
3,wcnSC.RSA.dist_active.res,0.00415232798153667,3
3,wcnSC.RSA.res,-0.032693511377018,1
3,wcnSC.RSA.res,-0.0381827840340855,2
3,wcnSC.RSA.res,-0.0576416592053516,3
4,dist_active.res,-0.00312220061017467,1
4,dist_active.res,-0.0184975158526192,2
4,dist_active.res,-0.018699198600676,3
4,dist_active.res2,-0.00312220061017467,1
4,dist_active.res2,-0.0184975158526192,2
4,dist_active.res2,-0.018699198600676,3
4,dist_active.res3,-0.00312220061017467,1
4,dist_active.res3,-0.0184975158526192,2
4,dist_active.res3,-0.018699198600676,3
4,RSA.dist_active.res,0.0118938775761424,1
4,RSA.dist_active.res,0.00586525602343591,2
4,RSA.dist_active.res,0.0359406719535106,3
4,RSA.res,0.0448924737725474,1
4,RSA.res,0.042707364892714,2
4,RSA.res,0.0349528410292876,3
4,wcnSC.dist_active.res,-0.0288549770620868,1
4,wcnSC.dist_active.res,-0.0280735166726885,2
4,wcnSC.dist_active.res,0.00675973219103435,3
4,wcnSC.res,-0.0205898658109218,1
4,wcnSC.res,-0.0137763367466703,2
4,wcnSC.res,0.0202807788218214,3
4,wcnSC.RSA.dist_active.res,-0.00366353351185955,1
4,wcnSC.RSA.dist_active.res,-0.00615257667902666,2
4,wcnSC.RSA.dist_active.res,0.0264115206665132,3
4,wcnSC.RSA.res,0.00179573984026834,1
4,wcnSC.RSA.res,0.00385023566287043,2
4,wcnSC.RSA.res,0.0350515653017451,3
5,dist_active.res,0.00603046994393447,1
5,dist_active.res,0.0213420965573516,2
5,dist_active.res,0.0164554754913458,3
5,dist_active.res2,0.00603046994393447,1
5,dist_active.res2,0.0213420965573516,2
5,dist_active.res2,0.0164554754913458,3
5,dist_active.res3,0.00603046994393447,1
5,dist_active.res3,0.0213420965573516,2
5,dist_active.res3,0.0164554754913458,3
5,RSA.dist_active.res,-0.00609920367864621,1
5,RSA.dist_active.res,0.00617032777543499,2
5,RSA.dist_active.res,0.0163300034838002,3
5,RSA.res,0.102703019124028,1
5,RSA.res,0.133219530301012,2
5,RSA.res,0.105632191403841,3
5,wcnSC.dist_active.res,-0.0203987919295584,1
5,wcnSC.dist_active.res,-0.00514462677719873,2
5,wcnSC.dist_active.res,0.0127712435439188,3
5,wcnSC.res,0.0162942917535448,1
5,wcnSC.res,0.0454013223191302,2
5,wcnSC.res,0.0732494346797285,3
5,wcnSC.RSA.dist_active.res,-0.0117310979634191,1
5,wcnSC.RSA.dist_active.res,-0.00036474575598233,2
5,wcnSC.RSA.dist_active.res,0.0133170548406044,3
5,wcnSC.RSA.res,0.0242465445028135,1
5,wcnSC.RSA.res,0.0511691055164739,2
5,wcnSC.RSA.res,0.0708426678611631,3
6,dist_active.res,0.060377764983401,1
6,dist_active.res,0.0422236342422151,2
6,dist_active.res,0.0668818227845634,3
6,dist_active.res2,0.060377764983401,1
6,dist_active.res2,0.0422236342422151,2
6,dist_active.res2,0.0668818227845634,3
6,dist_active.res3,0.060377764983401,1
6,dist_active.res3,0.0422236342422151,2
6,dist_active.res3,0.0668818227845634,3
6,RSA.dist_active.res,0.0329997793935395,1
6,RSA.dist_active.res,0.00253737519832358,2
6,RSA.dist_active.res,0.0126434359870924,3
6,RSA.res,0.218207119186556,1
6,RSA.res,0.205261221813443,2
6,RSA.res,0.164882771747958,3
6,wcnSC.dist_active.res,0.0672202400436415,1
6,wcnSC.dist_active.res,0.0272626639423022,2
6,wcnSC.dist_active.res,0.0480551196334282,3
6,wcnSC.res,0.141756714055226,1
6,wcnSC.res,0.107404338686306,2
6,wcnSC.res,0.12887730489918,3
6,wcnSC.RSA.dist_active.res,0.0458874903814524,1
6,wcnSC.RSA.dist_active.res,0.0110501444993996,2
6,wcnSC.RSA.dist_active.res,0.0231194650183255,3
6,wcnSC.RSA.res,0.127150782538608,1
6,wcnSC.RSA.res,0.100642710252088,2
6,wcnSC.RSA.res,0.107726454730891,3
7,dist_active.res,0.0221091128944323,1
7,dist_active.res,0.02572338877858,2
7,dist_active.res,0.0956007958475138,3
7,dist_active.res2,0.0221091128944323,1
7,dist_active.res2,0.02572338877858,2
7,dist_active.res2,0.0956007958475138,3
7,dist_active.res3,0.0221091128944323,1
7,dist_active.res3,0.02572338877858,2
7,dist_active.res3,0.0956007958475138,3
7,RSA.dist_active.res,0.0111614051976954,1
7,RSA.dist_active.res,-0.00120633714457395,2
7,RSA.dist_active.res,0.0546998688731043,3
7,RSA.res,0.270095757236273,1
7,RSA.res,0.251988885620858,2
7,RSA.res,0.239476925188211,3
7,wcnSC.dist_active.res,0.0615006648566865,1
7,wcnSC.dist_active.res,0.0409903307136109,2
7,wcnSC.dist_active.res,0.0715657208083365,3
7,wcnSC.res,0.182339368935115,1
7,wcnSC.res,0.139591394371058,2
7,wcnSC.res,0.147252962754364,3
7,wcnSC.RSA.dist_active.res,0.0238930199586673,1
7,wcnSC.RSA.dist_active.res,0.0167884378870676,2
7,wcnSC.RSA.dist_active.res,0.0675123560133339,3
7,wcnSC.RSA.res,0.157163993112026,1
7,wcnSC.RSA.res,0.131040629647532,2
7,wcnSC.RSA.res,0.156867175407067,3
8,dist_active.res,-0.0209769335355619,1
8,dist_active.res,0.0045696151501048,2
8,dist_active.res,-0.0334468906405155,3
8,dist_active.res2,-0.0209769335355619,1
8,dist_active.res2,0.0045696151501048,2
8,dist_active.res2,-0.0334468906405155,3
8,dist_active.res3,-0.0209769335355619,1
8,dist_active.res3,0.0045696151501048,2
8,dist_active.res3,-0.0334468906405155,3
8,RSA.dist_active.res,-0.0705993306924561,1
8,RSA.dist_active.res,0.00786569021650289,2
8,RSA.dist_active.res,-0.0223726213139898,3
8,RSA.res,0.24304808194123,1
8,RSA.res,0.301224659357013,2
8,RSA.res,0.220900223473378,3
8,wcnSC.dist_active.res,0.0074866458531532,1
8,wcnSC.dist_active.res,0.0472818737853137,2
8,wcnSC.dist_active.res,-0.00756688384488512,3
8,wcnSC.res,0.145145827759278,1
8,wcnSC.res,0.164433531437181,2
8,wcnSC.res,0.0878276240644719,3
8,wcnSC.RSA.dist_active.res,-0.0583566975532225,1
8,wcnSC.RSA.dist_active.res,0.02659600294964,2
8,wcnSC.RSA.dist_active.res,-0.00861115325731253,3
8,wcnSC.RSA.res,0.0955106895418864,1
8,wcnSC.RSA.res,0.164810709586545,2
8,wcnSC.RSA.res,0.107346351517483,3
9,dist_active.res,-0.0687653214813009,1
9,dist_active.res,-0.0493857112688663,2
9,dist_active.res,-0.0535969178444368,3
9,dist_active.res2,-0.0687653214813009,1
9,dist_active.res2,-0.0493857112688663,2
9,dist_active.res2,-0.0535969178444368,3
9,dist_active.res3,-0.0687653214813009,1
9,dist_active.res3,-0.0493857112688663,2
9,dist_active.res3,-0.0535969178444368,3
9,RSA.dist_active.res,-0.0930130971377539,1
9,RSA.dist_active.res,-0.0436548942309313,2
9,RSA.dist_active.res,-0.0284696564329237,3
9,RSA.res,0.302787629064182,1
9,RSA.res,0.274354395695271,2
9,RSA.res,0.288590466778556,3
9,wcnSC.dist_active.res,-0.0255068899406316,1
9,wcnSC.dist_active.res,-6.62335961092935e-05,2
9,wcnSC.dist_active.res,-0.0309091963636139,3
9,wcnSC.res,0.135059167842252,1
9,wcnSC.res,0.141800781827392,2
9,wcnSC.res,0.0977806106325653,3
9,wcnSC.RSA.dist_active.res,-0.0710373688947738,1
9,wcnSC.RSA.dist_active.res,-0.0255947960263402,2
9,wcnSC.RSA.dist_active.res,-0.0274778632291145,3
9,wcnSC.RSA.res,0.108091668620566,1
9,wcnSC.RSA.res,0.136539054031534,2
9,wcnSC.RSA.res,0.120397293973917,3
10,dist_active.res,-0.0686985790715117,1
10,dist_active.res,-0.0279869856864708,2
10,dist_active.res,-0.0478572393140281,3
10,dist_active.res2,-0.0686985790715117,1
10,dist_active.res2,-0.0279869856864708,2
10,dist_active.res2,-0.0478572393140281,3
10,dist_active.res3,-0.0686985790715117,1
10,dist_active.res3,-0.0279869856864708,2
10,dist_active.res3,-0.0478572393140281,3
10,RSA.dist_active.res,0.00646402225121844,1
10,RSA.dist_active.res,-0.0379324615032451,2
10,RSA.dist_active.res,-0.0412695538191668,3
10,RSA.res,0.441777730863694,1
10,RSA.res,0.306446178404843,2
10,RSA.res,0.307183656949579,3
10,wcnSC.dist_active.res,0.0511737932740755,1
10,wcnSC.dist_active.res,0.010796906575132,2
10,wcnSC.dist_active.res,-0.0275203883372968,3
10,wcnSC.res,0.239062579422191,1
10,wcnSC.res,0.177109823935754,2
10,wcnSC.res,0.127263145775961,3
10,wcnSC.RSA.dist_active.res,0.050263148931477,1
10,wcnSC.RSA.dist_active.res,-0.0243935477578834,2
10,wcnSC.RSA.dist_active.res,-0.0472225509913346,3
10,wcnSC.RSA.res,0.246658445224321,1
10,wcnSC.RSA.res,0.16252692671292,2
10,wcnSC.RSA.res,0.131851330436944,3
11,dist_active.res,-0.375542155415232,1
11,dist_active.res,-0.0256814572809432,2
11,dist_active.res,-0.00349059570081431,3
11,dist_active.res2,-0.375542155415232,1
11,dist_active.res2,-0.0256814572809432,2
11,dist_active.res2,-0.00349059570081431,3
11,dist_active.res3,-0.375542155415232,1
11,dist_active.res3,-0.0256814572809432,2
11,dist_active.res3,-0.00349059570081431,3
11,RSA.dist_active.res,-0.343752129091568,1
11,RSA.dist_active.res,-0.0469840817532482,2
11,RSA.dist_active.res,-0.0263715079304635,3
11,RSA.res,0.1019644149615,1
11,RSA.res,0.244834468382511,2
11,RSA.res,0.395334900313819,3
11,wcnSC.dist_active.res,-0.183172963453342,1
11,wcnSC.dist_active.res,-0.0132500400589633,2
11,wcnSC.dist_active.res,-0.0450323100012118,3
11,wcnSC.res,0.070488975704236,1
11,wcnSC.res,0.133805212441419,2
11,wcnSC.res,0.137813964609635,3
11,wcnSC.RSA.dist_active.res,-0.213825616646407,1
11,wcnSC.RSA.dist_active.res,-0.0378329573235537,2
11,wcnSC.RSA.dist_active.res,-0.0444425772576857,3
11,wcnSC.RSA.res,0.0226628337077635,1
11,wcnSC.RSA.res,0.125187559657609,2
11,wcnSC.RSA.res,0.145967678621347,3
12,dist_active.res,-1.10009090007701,1
12,dist_active.res,-0.084116886888465,2
12,dist_active.res,-0.215575038284076,3
12,dist_active.res2,-1.10009090007701,1
12,dist_active.res2,-0.084116886888465,2
12,dist_active.res2,-0.215575038284076,3
12,dist_active.res3,-1.10009090007701,1
12,dist_active.res3,-0.084116886888465,2
12,dist_active.res3,-0.215575038284076,3
12,RSA.dist_active.res,-1.02214737396066,1
12,RSA.dist_active.res,-0.150957948265749,2
12,RSA.dist_active.res,-0.251461210125323,3
12,RSA.res,-0.336342533585672,1
12,RSA.res,0.0517214236740059,2
12,RSA.res,0.189532833553999,3
12,wcnSC.dist_active.res,-0.669302088376269,1
12,wcnSC.dist_active.res,-0.0504885759589355,2
12,wcnSC.dist_active.res,-0.250951344203634,3
12,wcnSC.res,-0.169905660068235,1
12,wcnSC.res,0.0642291723169568,2
12,wcnSC.res,-0.0545620883573,3
12,wcnSC.RSA.dist_active.res,-0.794962323097106,1
12,wcnSC.RSA.dist_active.res,-0.124101028673459,2
12,wcnSC.RSA.dist_active.res,-0.251374172124593,3
12,wcnSC.RSA.res,-0.448908450571114,1
12,wcnSC.RSA.res,0.0148665785894741,2
12,wcnSC.RSA.res,-0.0366358858035287,3
13,dist_active.res,0.137900413976412,1
13,dist_active.res,-0.182728533557565,2
13,dist_active.res,-0.0937830806709538,3
13,dist_active.res2,0.137900413976412,1
13,dist_active.res2,-0.182728533557565,2
13,dist_active.res2,-0.0937830806709538,3
13,dist_active.res3,0.137900413976412,1
13,dist_active.res3,-0.182728533557565,2
13,dist_active.res3,-0.0937830806709538,3
13,RSA.dist_active.res,-0.221268647113312,1
13,RSA.dist_active.res,-0.133934257079358,2
13,RSA.dist_active.res,-0.129578588112481,3
13,RSA.res,0.262193219874642,1
13,RSA.res,0.0434975178074491,2
13,RSA.res,0.257779021483211,3
13,wcnSC.dist_active.res,0.396667678258419,1
13,wcnSC.dist_active.res,-0.077213073954259,2
13,wcnSC.dist_active.res,-0.153799389040946,3
13,wcnSC.res,0.0405798059876662,1
13,wcnSC.res,0.0365430349703192,2
13,wcnSC.res,0.0705426512921156,3
13,wcnSC.RSA.dist_active.res,0.201985618889863,1
13,wcnSC.RSA.dist_active.res,-0.106819564332629,2
13,wcnSC.RSA.dist_active.res,-0.138226958007818,3
13,wcnSC.RSA.res,-0.0942397804273053,1
13,wcnSC.RSA.res,0.028619294209949,2
13,wcnSC.RSA.res,0.10065483377105,3
14,dist_active.res,-0.893487863784786,1
14,dist_active.res,-0.0724423762539383,2
14,dist_active.res,-0.224911541350631,3
14,dist_active.res2,-0.893487863784786,1
14,dist_active.res2,-0.0724423762539383,2
14,dist_active.res2,-0.224911541350631,3
14,dist_active.res3,-0.893487863784786,1
14,dist_active.res3,-0.0724423762539383,2
14,dist_active.res3,-0.224911541350631,3
14,RSA.dist_active.res,-0.963796454670121,1
14,RSA.dist_active.res,-0.0131397015426965,2
14,RSA.dist_active.res,-0.293095312568304,3
14,RSA.res,-0.610126007883574,1
14,RSA.res,0.157066000344834,2
14,RSA.res,0.046488736705597,3
14,wcnSC.dist_active.res,-0.175337708066218,1
14,wcnSC.dist_active.res,0.028937550403023,2
14,wcnSC.dist_active.res,-0.31198128361742,3
14,wcnSC.res,-0.871975663144801,1
14,wcnSC.res,0.131142286811383,2
14,wcnSC.res,-0.107292817335016,3
14,wcnSC.RSA.dist_active.res,-0.318632961431323,1
14,wcnSC.RSA.dist_active.res,0.00396246668679462,2
14,wcnSC.RSA.dist_active.res,-0.319746558175113,3
14,wcnSC.RSA.res,-0.968181061091138,1
14,wcnSC.RSA.res,0.133525382516822,2
14,wcnSC.RSA.res,-0.0689747852485307,3
15,dist_active.res,-0.0819175353091052,2
15,dist_active.res,-0.327891746213625,3
15,dist_active.res2,-0.0819175353091052,2
15,dist_active.res2,-0.327891746213625,3
15,dist_active.res3,-0.0819175353091052,2
15,dist_active.res3,-0.327891746213625,3
15,RSA.dist_active.res,0.000280447531043529,2
15,RSA.dist_active.res,-0.4498749677961,3
15,RSA.res,0.176492132044797,2
15,RSA.res,-0.147863211305578,3
15,wcnSC.dist_active.res,-0.0227993659373798,2
15,wcnSC.dist_active.res,-0.450124559742012,3
15,wcnSC.res,0.0600371904499474,2
15,wcnSC.res,-0.258916828069612,3
15,wcnSC.RSA.dist_active.res,0.00142607791039841,2
15,wcnSC.RSA.dist_active.res,-0.476482861039926,3
15,wcnSC.RSA.res,0.111565571367376,2
15,wcnSC.RSA.res,-0.259147280636553,3
16,dist_active.res,0.0975210914285275,2
16,dist_active.res,-0.207221569010301,3
16,dist_active.res2,0.0975210914285275,2
16,dist_active.res2,-0.207221569010301,3
16,dist_active.res3,0.0975210914285275,2
16,dist_active.res3,-0.207221569010301,3
16,RSA.dist_active.res,0.118565498031388,2
16,RSA.dist_active.res,-0.166869194246391,3
16,RSA.res,0.316156366823435,2
16,RSA.res,0.131099563975453,3
16,wcnSC.dist_active.res,0.0312780155868166,2
16,wcnSC.dist_active.res,-0.474926600390485,3
16,wcnSC.res,0.117374086942478,2
16,wcnSC.res,-0.266999916143906,3
16,wcnSC.RSA.dist_active.res,0.073769456014462,2
16,wcnSC.RSA.dist_active.res,-0.303803616242941,3
16,wcnSC.RSA.res,0.188907344036303,2
16,wcnSC.RSA.res,-0.091002965922887,3
17,dist_active.res,0.208505639080005,2
17,dist_active.res,0.299117788441313,3
17,dist_active.res2,0.208505639080005,2
17,dist_active.res2,0.299117788441313,3
17,dist_active.res3,0.208505639080005,2
17,dist_active.res3,0.299117788441313,3
17,RSA.dist_active.res,0.177193657162186,2
17,RSA.dist_active.res,-0.0947831998320968,3
17,RSA.res,0.404560840178448,2
17,RSA.res,0.189850689167218,3
17,wcnSC.dist_active.res,0.0740524369479136,2
17,wcnSC.dist_active.res,-0.208573659942301,3
17,wcnSC.res,0.176919466236797,2
17,wcnSC.res,-0.0433722562883811,3
17,wcnSC.RSA.dist_active.res,0.115578626407563,2
17,wcnSC.RSA.dist_active.res,-0.197054168178097,3
17,wcnSC.RSA.res,0.249023871431023,2
17,wcnSC.RSA.res,-0.00807495383607858,3
18,dist_active.res,0.112504215045514,2
18,dist_active.res2,0.112504215045514,2
18,dist_active.res3,0.112504215045514,2
18,RSA.dist_active.res,0.0914031411591266,2
18,RSA.res,0.35168181461096,2
18,wcnSC.dist_active.res,-0.084726434211329,2
18,wcnSC.res,0.0612386337450118,2
18,wcnSC.RSA.dist_active.res,-0.0109879947711539,2
18,wcnSC.RSA.res,0.158219203843519,2
19,dist_active.res,0.131529320774215,2
19,dist_active.res2,0.131529320774215,2
19,dist_active.res3,0.131529320774215,2
19,RSA.dist_active.res,0.0525529314725657,2
19,RSA.res,0.335235513890565,2
19,wcnSC.dist_active.res,-0.197534464456691,2
19,wcnSC.res,-0.0397805951563665,2
19,wcnSC.RSA.dist_active.res,-0.0884921806203789,2
19,wcnSC.RSA.res,0.0905484992820435,2
20,dist_active.res,0.21417608702387,2
20,dist_active.res2,0.21417608702387,2
20,dist_active.res3,0.21417608702387,2
20,RSA.dist_active.res,0.0775617061496419,2
20,RSA.res,0.371410164682711,2
20,wcnSC.dist_active.res,-0.155837602947215,2
20,wcnSC.res,0.0413363118937854,2
20,wcnSC.RSA.dist_active.res,-0.0685150107805765,2
20,wcnSC.RSA.res,0.147981340228888,2
21,dist_active.res,0.501997596806814,2
21,dist_active.res2,0.501997596806814,2
21,dist_active.res3,0.501997596806814,2
21,RSA.dist_active.res,0.205676696310802,2
21,RSA.res,0.521073753766704,2
21,wcnSC.dist_active.res,0.0926421343363566,2
21,wcnSC.res,0.348805879999128,2
21,wcnSC.RSA.dist_active.res,0.108118091009307,2
21,wcnSC.RSA.res,0.381358202623822,2
22,dist_active.res,0.540053108300059,2
22,dist_active.res2,0.540053108300059,2
22,dist_active.res3,0.540053108300059,2
22,RSA.dist_active.res,0.236478924910264,2
22,RSA.res,0.571948823071645,2
22,wcnSC.dist_active.res,0.336032009769576,2
22,wcnSC.res,0.666992387497608,2
22,wcnSC.RSA.dist_active.res,0.255707943246804,2
22,wcnSC.RSA.res,0.59299866296313,2
23,dist_active.res,-0.00983350082231854,2
23,dist_active.res2,-0.00983350082231854,2
23,dist_active.res3,-0.00983350082231854,2
23,RSA.dist_active.res,-0.00125905242683587,2
23,RSA.res,0.364732126636327,2
23,wcnSC.dist_active.res,-0.00768255363013385,2
23,wcnSC.res,0.375123082323527,2
23,wcnSC.RSA.dist_active.res,-0.00878583631893524,2
23,wcnSC.RSA.res,0.373990716818877,2
24,dist_active.res,0.442987268972676,2
24,dist_active.res2,0.442987268972676,2
24,dist_active.res3,0.442987268972676,2
24,RSA.dist_active.res,0.424406496717945,2
24,RSA.res,0.818153264213219,2
24,wcnSC.dist_active.res,0.491845239606163,2
24,wcnSC.res,0.907089204542227,2
24,wcnSC.RSA.dist_active.res,0.498376325959772,2
24,wcnSC.RSA.res,0.898788970000232,2
