shell,pred.type,mean_pred
8,rate1,1.5541642180007
8,rate2,1.5541642180007
8,rate3,1.5541642180007
8,RSA.dist_active.pred,1.5767462923009
8,RSA.pred,1.2702515380621
8,wcnSC.dist_active.pred,1.55034832643923
8,wcnSC.pred,1.43860947733574
8,wcnSC.RSA.dist_active.pred,1.56558113135592
8,wcnSC.RSA.pred,1.42059578212761
9,dist_active.pred,1.61118044971513
9,dist_active.pred2,1.61118044971513
9,dist_active.pred3,1.61118044971513
9,rate1,1.55788845927847
9,rate2,1.55788845927847
9,rate3,1.55788845927847
9,RSA.dist_active.pred,1.61420343482872
9,RSA.pred,1.2712420750372
9,wcnSC.dist_active.pred,1.5980693776564
9,wcnSC.pred,1.4716228203504
9,wcnSC.RSA.dist_active.pred,1.60934074407577
9,wcnSC.RSA.pred,1.44593247386981
10,dist_active.pred,1.62283702260734
10,dist_active.pred2,1.62283702260734
10,dist_active.pred3,1.62283702260734
10,rate1,1.57577171468051
10,rate2,1.57577171468051
10,rate3,1.57577171468051
10,RSA.dist_active.pred,1.62974006811296
10,RSA.pred,1.26280812757027
10,wcnSC.dist_active.pred,1.61824733185512
10,wcnSC.pred,1.47430394879103
10,wcnSC.RSA.dist_active.pred,1.62833209396971
10,wcnSC.RSA.pred,1.44572501725792
11,dist_active.pred,1.57089054858056
11,dist_active.pred2,1.57089054858056
11,dist_active.pred3,1.57089054858056
11,rate1,1.49894077399966
11,rate2,1.49894077399966
11,rate3,1.49894077399966
11,RSA.dist_active.pred,1.59106022556083
11,RSA.pred,1.25064870429381
11,wcnSC.dist_active.pred,1.58567583055475
11,wcnSC.pred,1.46132219279768
11,wcnSC.RSA.dist_active.pred,1.58994122962328
11,wcnSC.RSA.pred,1.43051382094978
12,dist_active.pred,1.5022050500606
12,dist_active.pred2,1.5022050500606
12,dist_active.pred3,1.5022050500606
12,rate1,1.32541528499594
12,rate2,1.32541528499594
12,rate3,1.32541528499594
12,RSA.dist_active.pred,1.53864060537046
12,RSA.pred,1.23845883515826
12,wcnSC.dist_active.pred,1.49802925383844
12,wcnSC.pred,1.39049875168596
12,wcnSC.RSA.dist_active.pred,1.52055418095957
12,wcnSC.RSA.pred,1.36920302861275
13,dist_active.pred,1.37499459225686
13,dist_active.pred2,1.37499459225686
13,dist_active.pred3,1.37499459225686
13,rate1,1.23841000156754
13,rate2,1.23841000156754
13,rate3,1.23841000156754
13,RSA.dist_active.pred,1.35774281644969
13,RSA.pred,1.13494750653205
13,wcnSC.dist_active.pred,1.30427978238625
13,wcnSC.pred,1.2309951983705
13,wcnSC.RSA.dist_active.pred,1.32806946786938
13,wcnSC.RSA.pred,1.21167076502774
14,dist_active.pred,1.31348797672839
14,dist_active.pred2,1.31348797672839
14,dist_active.pred3,1.31348797672839
14,rate1,1.2072682031027
14,rate2,1.2072682031027
14,rate3,1.2072682031027
14,RSA.dist_active.pred,1.29805245515946
14,RSA.pred,1.10084269389171
14,wcnSC.dist_active.pred,1.24784306383995
14,wcnSC.pred,1.15913984465049
14,wcnSC.RSA.dist_active.pred,1.26962960512274
14,wcnSC.RSA.pred,1.13862901405068
15,dist_active.pred,1.2968973074798
15,dist_active.pred2,1.2968973074798
15,dist_active.pred3,1.2968973074798
15,rate1,1.22171873575143
15,rate2,1.22171873575143
15,rate3,1.22171873575143
15,RSA.dist_active.pred,1.2439368120629
15,RSA.pred,1.02798443247677
15,wcnSC.dist_active.pred,1.24308470962491
15,wcnSC.pred,1.11201125820303
15,wcnSC.RSA.dist_active.pred,1.23478941449193
15,wcnSC.RSA.pred,1.07456815231284
16,dist_active.pred,1.33855335507452
16,dist_active.pred2,1.33855335507452
16,dist_active.pred3,1.33855335507452
16,rate1,1.3773720531145
16,rate2,1.3773720531145
16,rate3,1.3773720531145
16,RSA.dist_active.pred,1.28193151684277
16,RSA.pred,1.0315264608916
16,wcnSC.dist_active.pred,1.34683336809164
16,wcnSC.pred,1.19245500753612
16,wcnSC.RSA.dist_active.pred,1.31100703198368
16,wcnSC.RSA.pred,1.13116217405781
17,dist_active.pred,1.39270299539778
17,dist_active.pred2,1.39270299539778
17,dist_active.pred3,1.39270299539778
17,rate1,1.59731099361525
17,rate2,1.59731099361525
17,rate3,1.59731099361525
17,RSA.dist_active.pred,1.43619945078047
17,RSA.pred,1.15193118665954
17,wcnSC.dist_active.pred,1.53046360289373
17,wcnSC.pred,1.3559337851572
17,wcnSC.RSA.dist_active.pred,1.49315582018009
17,wcnSC.RSA.pred,1.29204025577716
18,dist_active.pred,1.40879591244265
18,dist_active.pred2,1.40879591244265
18,dist_active.pred3,1.40879591244265
18,rate1,1.48731795150533
18,rate2,1.48731795150533
18,rate3,1.48731795150533
18,RSA.dist_active.pred,1.40185619440008
18,RSA.pred,1.08431661588067
18,wcnSC.dist_active.pred,1.57547953154181
18,wcnSC.pred,1.35021569985368
18,wcnSC.RSA.dist_active.pred,1.49641952661859
18,wcnSC.RSA.pred,1.25779074680832
19,dist_active.pred,1.43787469981294
19,dist_active.pred2,1.43787469981294
19,dist_active.pred3,1.43787469981294
19,rate1,1.624117741255
19,rate2,1.624117741255
19,rate3,1.624117741255
19,RSA.dist_active.pred,1.50898627422262
19,RSA.pred,1.17652567489971
19,wcnSC.dist_active.pred,1.75573357455927
19,wcnSC.pred,1.52773700437022
19,wcnSC.RSA.dist_active.pred,1.64406465366116
19,wcnSC.RSA.pred,1.40091802751723
20,dist_active.pred,1.38553062600386
20,dist_active.pred2,1.38553062600386
20,dist_active.pred3,1.38553062600386
20,rate1,1.61942642683167
20,rate2,1.61942642683167
20,rate3,1.61942642683167
20,RSA.dist_active.pred,1.48436335702876
20,RSA.pred,1.18783903035672
20,wcnSC.dist_active.pred,1.73159729970328
20,wcnSC.pred,1.54489313411734
20,wcnSC.RSA.dist_active.pred,1.62982197025043
20,wcnSC.RSA.pred,1.42990953329641
21,dist_active.pred,1.35593368179823
21,dist_active.pred2,1.35593368179823
21,dist_active.pred3,1.35593368179823
21,rate1,1.86075295620533
21,rate2,1.86075295620533
21,rate3,1.86075295620533
21,RSA.dist_active.pred,1.62965566053493
21,RSA.pred,1.34392136130438
21,wcnSC.dist_active.pred,1.77169970943053
21,wcnSC.pred,1.59795387390677
21,wcnSC.RSA.dist_active.pred,1.75480168651879
21,wcnSC.RSA.pred,1.57306393175071
22,dist_active.pred,1.32360817254535
22,dist_active.pred2,1.32360817254535
22,dist_active.pred3,1.32360817254535
22,rate1,1.73395522067382
22,rate2,1.73395522067382
22,rate3,1.73395522067382
22,RSA.dist_active.pred,1.58728182443992
22,RSA.pred,1.30605184552214
22,wcnSC.dist_active.pred,1.58992195013584
22,wcnSC.pred,1.42556413922964
22,wcnSC.RSA.dist_active.pred,1.65734570865024
22,wcnSC.RSA.pred,1.49100430307125
23,dist_active.pred,1.31345453002063
23,dist_active.pred2,1.31345453002063
23,dist_active.pred3,1.31345453002063
23,rate1,1.32375385379714
23,rate2,1.32375385379714
23,rate3,1.32375385379714
23,RSA.dist_active.pred,1.35572231621745
23,RSA.pred,1.06410591333871
23,wcnSC.dist_active.pred,1.46819156554761
23,wcnSC.pred,1.30343708557969
23,wcnSC.RSA.dist_active.pred,1.46699028919804
23,wcnSC.RSA.pred,1.31160286130467
24,dist_active.pred,1.33687916440406
24,dist_active.pred2,1.33687916440406
24,dist_active.pred3,1.33687916440406
24,rate1,1.55089541701758
24,rate2,1.55089541701758
24,rate3,1.55089541701758
24,RSA.dist_active.pred,1.35132512672603
24,RSA.pred,1.03585268723075
24,wcnSC.dist_active.pred,1.46889981678396
24,wcnSC.pred,1.28730299006234
24,wcnSC.RSA.dist_active.pred,1.46709097540962
24,wcnSC.RSA.pred,1.29801243405192
25,dist_active.pred,1.36086800739363
25,dist_active.pred2,1.36086800739363
25,dist_active.pred3,1.36086800739363
25,rate1,1.97496146608221
25,rate2,1.97496146608221
25,rate3,1.97496146608221
25,RSA.dist_active.pred,1.5551664443279
25,RSA.pred,1.22913961302101
25,wcnSC.dist_active.pred,1.60622668087717
25,wcnSC.pred,1.42543394829271
25,wcnSC.RSA.dist_active.pred,1.60893751768266
25,wcnSC.RSA.pred,1.42019123026464
